Order_ID,Cart_Value,Return_Rate,Pincode_Tier,Address_Quality,Is_COD,Is_RTO
ORD_00137,355,0.22,3,3,1,1
ORD_00138,514,0.03,1,10,0,0
ORD_00139,1275,0.14,1,1,1,0
ORD_00140,250,0.21,2,8,0,0
ORD_00141,797,0.21,2,5,1,0
ORD_00142,1892,0.04,2,5,1,1
ORD_00143,250,0.22,2,8,0,0
ORD_00144,771,0.04,3,9,1,0
ORD_00145,818,0.0,1,9,1,0
ORD_00146,1243,0.05,2,10,1,0
ORD_00147,250,0.29,2,9,1,0
ORD_00148,250,0.19,1,2,1,0
ORD_00149,1009,0.07,2,7,0,0
ORD_00150,843,0.16,2,7,0,0
ORD_00151,812,0.26,2,4,1,0
ORD_00152,877,0.07,3,5,1,0
ORD_00153,386,0.36,2,6,1,1
ORD_00154,800,0.02,2,7,1,0
ORD_00155,840,0.02,3,2,1,0
ORD_00156,375,0.08,2,10,1,0
ORD_00157,2959,0.42,2,2,0,0
ORD_00158,971,0.14,2,2,0,0
ORD_00159,256,0.74,2,5,1,1
ORD_00160,1124,0.0,2,6,1,0
ORD_00161,304,0.12,1,6,1,0
ORD_00162,1248,0.1,3,3,1,0
ORD_00163,1680,0.02,1,4,1,1
ORD_00164,344,0.03,2,7,0,0
ORD_00165,1437,0.01,1,7,0,0
ORD_00166,925,0.28,2,6,0,1
ORD_00167,1283,0.09,3,1,1,1
ORD_00168,3033,0.06,3,10,1,0
ORD_00169,546,0.01,2,6,1,0
ORD_00170,363,0.18,2,1,1,0
ORD_00171,326,0.03,2,5,1,0
ORD_00172,346,0.05,1,6,0,0
ORD_00173,625,0.07,1,7,1,0
ORD_00174,873,0.07,2,8,1,0
ORD_00175,829,0.05,3,9,0,0
ORD_00176,1289,0.01,2,6,0,0
ORD_00177,672,0.13,2,7,1,1
ORD_00178,2127,0.21,3,4,1,1
ORD_00179,538,0.0,2,10,0,0
ORD_00180,5861,0.03,1,7,1,1
ORD_00181,1097,0.16,1,10,1,0
ORD_00182,335,0.2,1,1,1,0
ORD_00183,282,0.2,2,3,1,0
ORD_00184,978,0.16,1,1,0,0
ORD_00185,556,0.44,2,8,1,0
ORD_00186,1177,0.16,3,3,0,0
ORD_00187,971,0.17,1,7,0,0
ORD_00188,627,0.07,1,2,1,0
ORD_00189,337,0.1,2,5,1,0
ORD_00190,250,0.08,1,3,1,0
ORD_00191,465,0.55,2,10,1,0
ORD_00192,1319,0.03,2,3,0,0
ORD_00193,789,0.11,2,5,1,0
ORD_00194,250,0.29,3,8,1,1
ORD_00195,763,0.13,1,2,1,0
ORD_00196,905,0.32,1,4,1,0
ORD_00197,327,0.16,3,4,1,1
ORD_00198,752,0.06,1,5,0,0
ORD_00199,696,0.12,1,6,0,0
ORD_00200,266,0.18,3,9,1,0
ORD_00201,885,0.06,1,5,1,0
ORD_00202,1041,0.07,1,10,0,0
ORD_00203,1581,0.08,2,8,0,0
ORD_00204,1545,0.25,1,5,1,0
ORD_00205,250,0.24,2,3,1,1
ORD_00206,314,0.0,2,6,1,0
ORD_00207,1004,0.01,2,4,1,0
ORD_00208,1003,0.1,1,5,0,0
ORD_00209,1004,0.1,3,8,1,0
ORD_00210,14504,0.2,1,4,1,0
ORD_00211,1050,0.32,2,7,0,0
ORD_00212,1649,0.2,3,3,0,0
ORD_00213,1426,0.02,2,4,0,0
ORD_00214,1120,0.2,1,8,0,0
ORD_00215,516,0.04,1,8,1,0
ORD_00216,1220,0.04,3,9,1,0
ORD_00217,358,0.32,2,4,1,1
ORD_00218,550,0.05,3,10,0,0
ORD_00219,451,0.0,2,4,1,0
ORD_00220,710,0.03,1,5,1,0
ORD_00221,4237,0.16,1,5,1,0
ORD_00222,250,0.02,3,3,1,1
ORD_00223,1151,0.01,2,1,0,0
ORD_00224,250,0.28,1,10,0,0
ORD_00225,455,0.28,2,1,0,0
ORD_00226,1589,0.31,1,8,1,1
ORD_00227,700,0.09,1,4,1,0
ORD_00228,280,0.01,2,10,1,0
ORD_00229,375,0.05,1,2,1,0
ORD_00230,1145,0.22,1,6,1,0
ORD_00231,370,0.14,2,9,0,0
ORD_00232,790,0.18,2,5,1,1
ORD_00233,689,0.14,1,3,1,1
ORD_00234,394,0.03,1,4,0,0
ORD_00235,3696,0.02,3,2,1,0
ORD_00236,1104,0.16,1,7,1,0
ORD_00237,250,0.17,1,4,1,0
ORD_00238,772,0.27,1,4,0,0
ORD_00239,391,0.25,1,8,1,0
ORD_00240,1315,0.08,2,10,0,0
ORD_00241,352,0.17,3,5,0,0
ORD_00242,606,0.33,2,3,1,1
ORD_00243,996,0.43,2,6,1,0
ORD_00244,1329,0.19,3,8,1,0
ORD_00245,254,0.06,1,10,1,0
ORD_00246,508,0.13,2,1,1,0
ORD_00247,454,0.01,2,9,0,0
ORD_00248,394,0.14,1,4,1,0
ORD_00249,2730,0.02,2,5,1,0
ORD_00250,919,0.21,2,10,0,0
ORD_00251,250,0.13,2,3,1,0
ORD_00252,1386,0.27,1,9,1,1
ORD_00253,3632,0.09,1,6,1,1
ORD_00254,1519,0.41,1,1,1,1
ORD_00255,250,0.07,1,9,1,0
ORD_00256,451,0.18,2,5,1,0
ORD_00257,1832,0.05,1,3,0,0
ORD_00258,377,0.02,2,4,0,1
ORD_00259,948,0.04,1,5,1,1
ORD_00260,1236,0.03,2,1,1,0
ORD_00261,316,0.07,3,10,1,0
ORD_00262,634,0.22,3,3,1,1
ORD_00263,250,0.19,2,7,0,0
ORD_00264,293,0.02,1,9,0,0
ORD_00265,543,0.11,1,6,0,1
ORD_00266,250,0.07,2,4,1,0
ORD_00267,2455,0.15,3,4,1,1
ORD_00268,250,0.05,2,9,0,0
ORD_00269,467,0.04,2,1,1,0
ORD_00270,738,0.1,2,6,1,0
ORD_00271,2106,0.17,2,4,0,0
ORD_00272,250,0.1,2,3,0,0
ORD_00273,1686,0.02,1,1,1,0
ORD_00274,670,0.24,1,5,1,0
ORD_00275,303,0.43,2,4,0,0
ORD_00276,962,0.16,3,10,0,0
ORD_00277,779,0.3,2,4,1,1
ORD_00278,411,0.06,2,8,1,1
ORD_00279,703,0.15,1,2,1,0
ORD_00280,488,0.2,2,10,1,0
ORD_00281,728,0.43,1,10,1,1
ORD_00282,1129,0.01,2,4,1,0
ORD_00283,2365,0.09,2,1,1,0
ORD_00284,250,0.01,2,2,0,0
ORD_00285,3664,0.15,1,10,1,0
ORD_00286,250,0.11,2,10,0,0
ORD_00287,589,0.53,1,3,1,0
ORD_00288,1064,0.02,1,1,1,0
ORD_00289,832,0.33,2,2,1,1
ORD_00290,404,0.06,2,7,0,0
ORD_00291,563,0.07,1,10,1,0
ORD_00292,448,0.08,3,10,1,1
ORD_00293,415,0.09,2,6,0,0
ORD_00294,1312,0.3,2,2,0,0
ORD_00295,885,0.14,2,1,0,0
ORD_00296,382,0.53,2,10,1,1
ORD_00297,1366,0.03,2,9,0,0
ORD_00298,850,0.03,3,1,0,0
ORD_00299,1274,0.2,3,10,0,0
ORD_00300,1100,0.06,2,5,1,1
ORD_00301,342,0.15,2,9,1,0
ORD_00302,424,0.5,1,9,0,0
ORD_00303,1209,0.29,1,6,1,1
ORD_00304,1083,0.14,2,3,1,0
ORD_00305,654,0.37,3,2,0,1
ORD_00306,730,0.26,2,3,1,0
ORD_00307,1848,0.03,2,1,1,0
ORD_00308,414,0.02,1,3,1,0
ORD_00309,1030,0.02,2,2,1,0
ORD_00310,565,0.18,2,8,1,1
ORD_00311,558,0.01,2,10,1,0
ORD_00312,1602,0.08,1,7,1,0
ORD_00313,1287,0.03,2,1,1,0
ORD_00314,1275,0.02,3,1,1,0
ORD_00315,1890,0.01,3,5,0,0
ORD_00316,676,0.25,3,4,1,1
ORD_00317,1147,0.42,1,8,1,0
ORD_00318,518,0.27,3,8,1,0
ORD_00319,862,0.08,3,3,0,0
ORD_00320,599,0.28,3,5,0,0
ORD_00321,718,0.2,3,7,1,0
ORD_00322,1070,0.3,3,8,1,0
ORD_00323,345,0.17,1,3,0,0
ORD_00324,3547,0.09,1,8,1,0
ORD_00325,297,0.04,2,10,0,0
ORD_00326,251,0.04,2,9,0,0
ORD_00327,1679,0.36,1,3,0,0
ORD_00328,1253,0.1,2,2,0,1
ORD_00329,1095,0.44,1,2,1,0
ORD_00330,1099,0.1,1,5,0,1
ORD_00331,658,0.05,1,10,1,0
ORD_00332,324,0.18,1,1,1,1
ORD_00333,706,0.28,2,6,1,1
ORD_00334,386,0.1,3,7,1,0
ORD_00335,1451,0.0,2,5,1,0
ORD_00336,591,0.08,2,8,0,0
ORD_00337,343,0.02,1,6,1,1
ORD_00338,514,0.23,2,1,1,0
ORD_00339,925,0.27,3,9,1,1
ORD_00340,423,0.25,2,5,1,0
ORD_00341,344,0.19,1,5,1,0
ORD_00342,808,0.0,3,1,1,0
ORD_00343,809,0.02,3,5,1,0
ORD_00344,443,0.07,1,3,1,0
ORD_00345,456,0.0,1,10,0,0
ORD_00346,800,0.06,1,3,1,0
ORD_00347,250,0.09,1,10,1,0
ORD_00348,250,0.03,3,8,1,0
ORD_00349,374,0.11,3,9,1,0
ORD_00350,560,0.07,2,6,0,0
ORD_00351,852,0.1,2,3,1,1
ORD_00352,2165,0.01,2,8,1,0
ORD_00353,1320,0.37,1,3,1,0
ORD_00354,585,0.19,2,7,1,0
ORD_00355,655,0.05,3,2,1,0
ORD_00356,298,0.03,3,6,1,0
ORD_00357,655,0.01,1,8,1,0
ORD_00358,527,0.11,2,3,1,1
ORD_00359,861,0.3,1,9,0,0
ORD_00360,343,0.13,2,9,1,0
ORD_00361,1007,0.38,2,3,1,0
ORD_00362,2266,0.21,1,3,1,1
ORD_00363,609,0.07,2,5,1,0
ORD_00364,917,0.04,2,9,1,0
ORD_00365,1155,0.01,1,1,0,0
ORD_00366,482,0.06,3,1,0,1
ORD_00367,795,0.09,1,1,1,0
ORD_00368,671,0.02,1,4,0,0
ORD_00369,719,0.0,1,7,1,0
ORD_00370,358,0.14,1,2,0,0
ORD_00371,678,0.28,2,3,1,1
ORD_00372,990,0.25,2,4,1,0
ORD_00373,2123,0.02,2,1,0,0
ORD_00374,1432,0.16,1,2,1,1
ORD_00375,3723,0.07,1,2,0,0
ORD_00376,360,0.01,2,6,1,1
ORD_00377,1336,0.02,2,4,0,0
ORD_00378,770,0.17,1,7,0,0
ORD_00379,3834,0.2,1,8,1,1
ORD_00380,348,0.12,1,2,0,0
ORD_00381,339,0.04,1,2,1,0
ORD_00382,411,0.01,1,5,0,0
ORD_00383,250,0.2,2,4,0,0
ORD_00384,436,0.54,1,10,1,1
ORD_00385,362,0.18,1,2,0,0
ORD_00386,750,0.3,2,9,0,0
ORD_00387,874,0.05,2,9,1,0
ORD_00388,2983,0.32,2,10,1,0
ORD_00389,1422,0.36,1,4,1,0
ORD_00390,419,0.21,2,2,0,1
ORD_00391,324,0.1,2,3,1,0
ORD_00392,985,0.1,1,8,0,0
ORD_00393,250,0.25,1,8,1,0
ORD_00394,2878,0.11,1,7,1,1
ORD_00395,1708,0.44,2,4,1,0
ORD_00396,456,0.08,2,1,0,0
ORD_00397,250,0.03,1,10,1,0
ORD_00398,1964,0.33,1,9,1,0
ORD_00399,606,0.12,3,7,1,0
ORD_00400,1790,0.05,2,1,0,1
ORD_00401,250,0.1,1,5,1,0
ORD_00402,411,0.09,2,3,0,0
ORD_00403,667,0.15,1,2,1,0
ORD_00404,690,0.02,2,3,1,0
ORD_00405,464,0.16,2,6,1,1
ORD_00406,1094,0.12,3,7,0,0
ORD_00407,283,0.3,2,10,0,1
ORD_00408,593,0.28,1,9,0,0
ORD_00409,732,0.0,2,10,1,1
ORD_00410,1003,0.04,3,7,0,0
ORD_00411,1175,0.03,2,1,1,0
ORD_00412,270,0.04,1,7,0,0
ORD_00413,250,0.05,3,1,0,0
ORD_00414,1848,0.26,1,8,1,0
ORD_00415,867,0.05,1,2,1,0
ORD_00416,365,0.04,1,2,0,0
ORD_00417,2300,0.06,1,1,1,0
ORD_00418,729,0.06,2,9,1,0
ORD_00419,1708,0.08,1,8,1,0
ORD_00420,702,0.17,1,9,1,0
ORD_00421,3458,0.43,2,8,1,1
ORD_00422,2708,0.75,2,4,1,1
ORD_00423,545,0.17,3,9,1,0
ORD_00424,1447,0.08,1,8,1,0
ORD_00425,1114,0.03,1,1,1,0
ORD_00426,1988,0.29,2,10,1,0
ORD_00427,307,0.03,1,5,1,0
ORD_00428,1151,0.11,1,9,1,1
ORD_00429,1551,0.05,2,8,1,0
ORD_00430,250,0.14,2,1,1,0
ORD_00431,258,0.09,2,6,1,0
ORD_00432,250,0.07,2,6,1,0
ORD_00433,536,0.19,2,2,0,0
ORD_00434,1180,0.33,1,2,0,1
ORD_00435,2212,0.17,1,1,1,0
ORD_00436,705,0.08,1,6,0,0
ORD_00437,2447,0.03,3,9,1,1
ORD_00438,250,0.02,2,8,0,0
ORD_00439,250,0.08,2,5,1,1
ORD_00440,636,0.08,1,8,0,0
ORD_00441,904,0.01,1,2,0,0
ORD_00442,647,0.13,3,6,1,0
ORD_00443,250,0.12,3,2,1,0
ORD_00444,619,0.04,1,8,0,0
ORD_00445,250,0.06,3,2,0,0
ORD_00446,1136,0.15,1,5,0,0
ORD_00447,891,0.01,1,7,1,0
ORD_00448,313,0.08,1,7,1,0
ORD_00449,440,0.15,2,4,1,1
ORD_00450,285,0.24,2,8,1,0
ORD_00451,632,0.02,3,7,1,1
ORD_00452,1428,0.39,1,10,1,0
ORD_00453,302,0.27,2,5,1,0
ORD_00454,995,0.16,1,4,0,0
ORD_00455,435,0.09,1,2,1,1
ORD_00456,352,0.31,1,2,0,0
ORD_00457,610,0.01,3,4,0,1
ORD_00458,290,0.18,2,8,1,0
ORD_00459,427,0.11,1,6,0,0
ORD_00460,255,0.07,1,9,0,0
ORD_00461,3202,0.07,2,2,0,0
ORD_00462,684,0.3,1,7,1,1
ORD_00463,380,0.02,3,1,0,1
ORD_00464,789,0.2,3,2,0,0
ORD_00465,607,0.16,2,9,1,1
ORD_00466,557,0.23,2,8,0,0
ORD_00467,1087,0.13,2,9,1,0
ORD_00468,1219,0.21,1,7,1,0
ORD_00469,435,0.03,1,10,1,0
ORD_00470,419,0.03,1,9,0,0
ORD_00471,533,0.63,3,4,0,1
ORD_00472,250,0.05,2,3,1,1
ORD_00473,250,0.0,1,4,1,0
ORD_00474,1985,0.02,2,5,1,0
ORD_00475,2479,0.34,1,10,1,0
ORD_00476,544,0.41,3,4,0,0
ORD_00477,1054,0.03,1,4,1,0
ORD_00478,853,0.3,2,7,1,1
ORD_00479,7809,0.01,1,4,1,0
ORD_00480,1628,0.13,2,4,1,0
ORD_00481,600,0.31,1,9,0,0
ORD_00482,309,0.25,1,9,1,1
ORD_00483,250,0.26,2,5,0,0
ORD_00484,782,0.05,2,9,1,1
ORD_00485,363,0.07,3,2,0,0
ORD_00486,250,0.09,2,5,1,1
ORD_00487,396,0.13,2,7,0,0
ORD_00488,279,0.12,3,8,0,0
ORD_00489,2564,0.12,3,5,0,0
ORD_00490,1346,0.22,2,9,0,0
ORD_00491,660,0.0,2,3,0,0
ORD_00492,2173,0.01,3,8,0,0
ORD_00493,707,0.0,2,9,0,0
ORD_00494,333,0.15,2,7,0,0
ORD_00495,2249,0.05,1,5,1,0
ORD_00496,1023,0.18,2,9,0,0
ORD_00497,290,0.05,1,8,1,0
ORD_00498,571,0.11,1,8,1,0
ORD_00499,330,0.1,3,6,1,1
ORD_00500,250,0.01,2,2,0,0
ORD_00501,1395,0.16,2,4,0,0
ORD_00502,3064,0.1,2,1,1,0
ORD_00503,250,0.03,1,10,1,0
ORD_00504,1043,0.04,1,5,1,0
ORD_00505,395,0.1,1,10,1,0
ORD_00506,450,0.04,1,1,1,0
ORD_00507,414,0.12,2,6,1,0
ORD_00508,333,0.14,3,10,1,1
ORD_00509,691,0.15,1,8,0,0
ORD_00510,342,0.05,1,10,1,0
ORD_00511,825,0.09,3,1,1,0
ORD_00512,638,0.18,2,6,1,0
ORD_00513,549,0.09,1,4,1,0
ORD_00514,321,0.2,1,9,1,1
ORD_00515,419,0.0,2,8,1,0
ORD_00516,1217,0.18,1,4,1,0
ORD_00517,993,0.28,2,2,1,0
ORD_00518,304,0.26,2,6,1,1
ORD_00519,720,0.33,3,3,0,0
ORD_00520,1213,0.12,2,1,1,0
ORD_00521,250,0.26,1,7,0,0
ORD_00522,1027,0.12,1,4,0,0
ORD_00523,391,0.0,2,9,1,0
ORD_00524,1049,0.11,1,10,0,0
ORD_00525,361,0.12,1,10,0,0
ORD_00526,250,0.3,1,3,1,0
ORD_00527,250,0.23,2,10,1,0
ORD_00528,691,0.07,2,10,1,0
ORD_00529,818,0.17,1,10,1,0
ORD_00530,322,0.55,2,1,0,1
ORD_00531,1108,0.0,2,2,1,0
ORD_00532,250,0.22,3,4,1,1
ORD_00533,630,0.1,3,7,1,1
ORD_00534,252,0.08,3,8,0,0
ORD_00535,394,0.3,3,4,0,0
ORD_00536,690,0.03,2,3,1,0
ORD_00537,334,0.08,2,10,0,0
ORD_00538,488,0.02,1,9,0,0
ORD_00539,1487,0.16,2,8,0,0
ORD_00540,419,0.01,1,6,1,1
ORD_00541,1297,0.05,2,9,1,0
ORD_00542,269,0.42,1,8,1,0
ORD_00543,1016,0.68,1,7,1,0
ORD_00544,2107,0.04,1,6,1,0
ORD_00545,250,0.12,3,10,1,0
ORD_00546,351,0.11,1,3,1,0
ORD_00547,1055,0.28,3,6,1,0
ORD_00548,565,0.02,1,4,0,0
ORD_00549,895,0.06,2,5,0,0
ORD_00550,410,0.08,1,7,0,0
ORD_00551,712,0.11,1,7,1,1
ORD_00552,587,0.11,3,9,0,0
ORD_00553,1692,0.11,1,9,1,0
ORD_00554,815,0.22,1,6,1,0
ORD_00555,871,0.04,2,6,0,0
ORD_00556,478,0.1,2,2,0,0
ORD_00557,450,0.29,3,8,0,0
ORD_00558,470,0.11,2,3,1,0
ORD_00559,911,0.07,2,1,1,0
ORD_00560,474,0.08,2,4,1,0
ORD_00561,838,0.1,2,5,1,0
ORD_00562,3499,0.05,2,3,0,1
ORD_00563,1335,0.05,1,7,1,1
ORD_00564,512,0.17,2,5,1,0
ORD_00565,1738,0.1,1,10,1,0
ORD_00566,479,0.07,2,5,0,0
ORD_00567,250,0.02,1,6,1,0
ORD_00568,296,0.3,1,6,0,0
ORD_00569,250,0.22,2,9,0,0
ORD_00570,502,0.01,1,3,1,0
ORD_00571,675,0.23,1,8,1,0
ORD_00572,2543,0.03,1,7,0,0
ORD_00573,863,0.22,1,9,1,1
ORD_00574,558,0.38,1,5,1,1
ORD_00575,1291,0.19,2,7,1,0
ORD_00576,250,0.05,2,8,0,0
ORD_00577,803,0.09,2,9,1,1
ORD_00578,1232,0.1,2,8,0,0
ORD_00579,250,0.46,2,2,1,0
ORD_00580,1660,0.08,1,6,1,0
ORD_00581,872,0.45,3,4,0,1
ORD_00582,477,0.5,3,4,0,1
ORD_00583,1103,0.07,1,9,1,0
ORD_00584,4091,0.21,2,7,1,0
ORD_00585,769,0.12,1,6,0,1
ORD_00586,811,0.17,1,2,0,0
ORD_00587,460,0.2,1,1,0,0
ORD_00588,337,0.08,3,10,1,0
ORD_00589,1292,0.04,2,4,1,1
ORD_00590,335,0.19,2,9,1,1
ORD_00591,704,0.22,2,4,1,0
ORD_00592,453,0.02,2,2,1,0
ORD_00593,975,0.15,1,8,0,1
ORD_00594,868,0.05,3,6,0,0
ORD_00595,1525,0.27,2,1,1,1
ORD_00596,442,0.17,2,4,0,1
ORD_00597,535,0.04,2,10,1,0
ORD_00598,303,0.13,3,5,1,1
ORD_00599,466,0.08,2,1,0,0
ORD_00600,899,0.11,1,2,1,1
ORD_00601,1218,0.17,2,9,0,0
ORD_00602,318,0.38,1,1,0,0
ORD_00603,1333,0.1,3,8,0,0
ORD_00604,1967,0.11,2,9,1,1
ORD_00605,925,0.13,1,2,1,0
ORD_00606,2985,0.25,2,2,0,0
ORD_00607,358,0.01,1,7,1,0
ORD_00608,250,0.15,2,10,0,0
ORD_00609,250,0.0,1,9,1,0
ORD_00610,2201,0.03,1,10,1,1
ORD_00611,1122,0.17,1,9,1,1
ORD_00612,636,0.09,1,3,1,0
ORD_00613,832,0.14,1,7,0,0
ORD_00614,270,0.07,3,6,0,0
ORD_00615,4706,0.22,1,8,1,0
ORD_00616,737,0.0,1,8,1,0
ORD_00617,725,0.07,2,8,1,0
ORD_00618,1188,0.13,3,8,0,0
ORD_00619,977,0.06,2,10,1,0
ORD_00620,795,0.03,1,6,1,0
ORD_00621,353,0.03,2,9,0,0
ORD_00622,969,0.04,1,5,1,0
ORD_00623,2997,0.28,3,4,1,1
ORD_00624,1951,0.01,3,7,0,0
ORD_00625,2379,0.21,2,3,0,0
ORD_00626,441,0.25,1,8,0,0
ORD_00627,301,0.04,1,8,0,0
ORD_00628,601,0.03,3,5,1,0
ORD_00629,695,0.15,2,10,1,1
ORD_00630,1596,0.1,1,8,1,1
ORD_00631,250,0.0,1,3,0,0
ORD_00632,2261,0.28,2,3,1,1
ORD_00633,586,0.08,3,4,1,1
ORD_00634,472,0.28,2,9,0,0
ORD_00635,295,0.54,1,5,1,0
ORD_00636,250,0.0,2,6,1,0
ORD_00637,1285,0.36,1,4,1,0
ORD_00638,705,0.08,3,9,1,0
ORD_00639,250,0.13,1,4,1,0
ORD_00640,250,0.57,2,3,1,0
ORD_00641,508,0.21,1,2,1,0
ORD_00642,2528,0.32,1,3,0,0
ORD_00643,540,0.23,2,1,1,1
ORD_00644,250,0.22,3,8,0,0
ORD_00645,546,0.3,1,1,0,0
ORD_00646,534,0.39,2,6,1,1
ORD_00647,250,0.1,2,2,1,1
ORD_00648,636,0.22,2,3,1,1
ORD_00649,552,0.16,2,9,1,0
ORD_00650,1160,0.0,1,9,1,0
ORD_00651,2919,0.04,2,6,1,1
ORD_00652,1638,0.12,3,7,1,1
